User	Text	Date	Retweet Count	Reply To
breakfastrollma	kerry is no where near as deprived as this guy is making out i was down a while ago it did not look poor to me #vinb	2015-06-24 21:05:51	0	None
oconne10	Hey @SpringAJ why didn't you face the people of Kerry on The People's Debate? #vinb #laboursway	2015-06-24 21:05:35	1	None
poorado	Nice to see Wurzel Gumidge back on TV, fronting #PeoplesDebate #vinb	2015-06-24 21:05:26	0	None
AhhhMeBollix	@desmondotoole @jeffrudd31 @jk20142014 Anyway Desmond,lets have a cup of tea &amp; watch #vinb #PeoplesDebate Anyone form @labour going on?	2015-06-24 21:05:26	4	desmondotoole
gfmurphy101	#vinb  https://t.co/yh0rLF9XxQ	2015-06-24 21:05:17	1	None
phonsiefonz	#vinb has Vincent used the hedge knife to style his hair ?	2015-06-24 21:04:31	0	None
ReclaimTheVoice	#vinb coming from kerry this evening, a case of a  'Gochy Goochy Coup'....?	2015-06-24 21:04:01	0	None
PlayingGilly	The old man to the right looks like a cheerful guy. #vinb	2015-06-24 21:03:52	0	None
MoranPaul52	#vinb http://t.co/bZJfTRnFQ0	2015-06-24 21:03:50	1	None
Emmet_Kennedy	Watching @TonightWithVinB  Were you at the #PeoplesDebate? @Evanis #vinb	2015-06-24 21:03:22	0	None
cloneywill	The cap 😂😂😂 #vinb #healyrae	2015-06-24 21:03:16	0	None
ImSomeDad	I can guess how the #repealthe8th question is going to go in Kerry on #vinb tonight http://t.co/oAtQOsimvq	2015-06-24 21:02:52	0	None
caramcdermott	@Kitsgirl1 ah you should be watching Mamma Mia in @rte for singing not #vinb	2015-06-24 21:02:49	0	Kitsgirl1
francisfoley	Oh FFS Sammy Locke singing Rose of Tralee #VinB	2015-06-24 21:02:05	0	None
RichardDeane77	Play it again Sam! Fair play to you! #Vinb	2015-06-24 21:01:57	0	None
mrbobdaly	The Rose 🌹 of Tralee #vinb	2015-06-24 21:01:55	0	None
r_uthe_	We'll have to teach these Kerry folk a thing or two about singing next week in Dublin #vinb	2015-06-24 21:01:47	0	None
ReclaimTheVoice	Has Louis Walsh taking over the production of #vinb  ???	2015-06-24 21:01:42	0	None
Kitsgirl1	Why is there an aul lad singing The Rose of Tralee on #vinb	2015-06-24 21:01:33	0	None
breakfastrollma	alright what the f--- is going on its a bloody singalong #vinb	2015-06-24 21:01:29	0	None
cloneywill	12 drunken nights . More musical mayhem on #vinb	2015-06-24 21:01:29	0	None
ATMH1994	I sing a mean Rose of Tralee after a few scoops by the way #vinb	2015-06-24 21:01:22	0	None
Cunionsandphey	It's 2 Months out from @RoseofTralee_ but that doesn't stop someone warbling the anthem @Gleneagleshotel! #VinB #PeoplesDebate	2015-06-24 21:01:07	0	None
PlayingGilly	This should be entertaining tonight. #vinb	2015-06-24 21:01:02	0	None
MoranPaul52	Good Jesus, only in Ireland..  #vinb	2015-06-24 21:00:46	1	None
caulmick	Don't mind doing it to the kids? #HurtinBurton #Yeschildequality #vinb #not1pipe #Burtoncut http://t.co/MeQJNsE75a	2015-06-24 21:00:40	23	None
TonightWithVinB	We're joined by Martin Ferris, Tom Flemming, Brendan Griffin and Michael Healy Rae #PeoplesDebate #VinB	2015-06-24 21:00:38	0	None
mrbobdaly	#vinb on Now  😁😁😁😁😁	2015-06-24 20:59:22	0	None
TonightWithVinB	Join us now on @TV3Ireland for our People's Debate from Kerry #PeoplesDebate #vinb http://t.co/9YrVm5SGpR	2015-06-24 20:59:17	3	None
popcornhack	@DeirdreWalsh1 Me too. Switched to TV3 for VinB to cheer myself up!	2015-06-24 20:55:51	0	DeirdreWalsh1
MoranPaul52	Festival in Killarney cancelled due to "unforeseen circumstances"??  #vinb http://t.co/wbRjyy2Vsl	2015-06-24 20:54:44	4	None
kevosullivan07	@niallboylan4fm that's like #vinb pulling ppl up on using the word taxpayer. Childish.	2015-06-24 20:54:14	0	kevosullivan07
Cunionsandphey	#MammaMia is right! It's a pile of shite! Bring on the #PeoplesDebate on #VinB from @Gleneagleshotel!	2015-06-24 20:43:23	0	None
GleneagleHotel	Turn over to @TV3Ireland and watch @vincentbrowne #PeoplesDebate filmed @GleneagleHotel Monday night. #thegleneagle #VinB	2015-06-24 20:40:41	1	None
